1,27245453,0.0136163072
2,118838408,0.0593912047
3,386571028,0.1931944346
4,806230603,0.4029253468
5,342173555,0.1710061585
6,128649956,0.064294667
7,70074790,0.0350208848
8,80090868,0.0400265639
9,23181268,0.0115851723
10,2300239,0.0011495775
11,2014011,0.001006531
12,210996,0.0001054483
13,17249,8.62043599027718E-006
14,39144,1.95627773438118E-005
15,22557,1.12731853807573E-005
16,12589468,0.0062917678
17,22016,1.10028128449152E-005
18,10038,5.01663496262985E-006
19,12317,6.15559801102928E-006
20,57797,2.88848825398603E-005
21,5305,2.65125009730538E-006
22,3067,1.53277738896053E-006
23,17056,0.000008524
24,36967,1.8474790263353E-005
25,14824,7.4085073407078E-006
26,5513,2.75520109075298E-006
27,2613,1.30588435518548E-006
28,2113,0.000001056
29,5000,2.498821957875E-006
30,2366,1.18244255046645E-006
31,1485,7.42150121488876E-007
32,5892,2.9446117951599E-006
33,1556,7.776333932907E-007
34,1799,8.99076140443426E-007
35,1215,6.07213735763625E-007
36,2700,1.3493638572525E-006
37,1472,7.356531843984E-007
38,116,0.000000058
39,11907,5.95069461048353E-006
40,564,2.818671168483E-007
41,641,3.20348974999575E-007
42,37235,1.86087271202951E-005
43,1879,9.39057291769426E-007
44,1404,7.016692057713E-007
45,5786,2.89163676965295E-006
46,11499,5.74679073872093E-006
47,994,4.9676580522555E-007
48,519,2.59377719227425E-007
49,1080,5.39745542901E-007
50,21342,0.000010666
51,11439,5.71680487522643E-006
52,565,2.82366881239875E-007
53,3615,1.80664827554363E-006
54,6271,0.000003134
55,6961,3.47885992975358E-006
56,5997,2.99708705627528E-006
57,15287,7.63989825400703E-006
58,2943,1.47080660440523E-006
59,1438,7.1866119508485E-007
60,1792,8.95577789702401E-007
61,226,1.1294675249595E-007
62,112676,5.63114525851047E-005
63,6731,3.36391411969133E-006
64,2404,1.2014335973463E-006
65,350,1.7491753705125E-007
66,1456,7.276569541332E-007
67,9148,4.5718446541281E-006
68,296,1.479302599062E-007
69,102,0.000000051
70,1686,8.42602764195451E-007
71,41,2.0490340054575E-008
72,38,0.000000019
73,2420,1.2094298276115E-006
74,6430,3.21348503782725E-006
75,5759,2.87814313108043E-006
76,62512,3.12412716461364E-005
77,4248,0.000002123
78,560,2.79868059282E-007
79,596,2.978595773787E-007
80,42,0.000000021
81,2021,0.00000101
82,38668,1.93248894934221E-005
83,1148,5.737295215281E-007
84,18798,9.39457103282686E-006
85,57,2.8486570319775E-008
86,37,1.8491282488275E-008
87,684,3.418388438373E-007
88,23,1.1494581006225E-008
89,223,1.11447459321225E-007
90,43,2.1489868837725E-008
91,13,6.496937090475E-009
92,10209,5.10209467358918E-006
93,18772,9.38157715864591E-006
94,245,1.22442275935875E-007
95,44,0.000000022
96,24,0.000000012
97,927,4.63281590990025E-007
98,925,4.62282062206875E-007
99,670,3.3484214235525E-007
100,384,1.919095263648E-007
101,368,1.839132960996E-007
102,13,6.496937090475E-009
103,637,3.18349917433275E-007
105,15,7.496465873625E-009
106,545,2.72371593408375E-007
107,6,0.000000003
108,2392,1.1954364246474E-006
109,2,0.000000001
110,4,0.000000002
111,11,5.497408307325E-009
112,2041,0.00000102
113,38,0.000000019
114,226,1.1294675249595E-007
115,239,1.19443689586425E-007
116,1345,6.72183106668375E-007
117,9,4.497879524175E-009
118,10,0.000000005
119,408,2.039038717626E-007
120,254,1.2694015546005E-007
121,2,0.000000001
122,238,1.1894392519485E-007
123,2,0.000000001
124,117,5.8472433814275E-008
125,8,0.000000004
126,2013,0.000001006
127,6,0.000000003
128,97,4.8477145982775E-008
131,60,0.00000003
132,1,4.99764391575E-010
133,85,4.2479973283875E-008
134,1,4.99764391575E-010
135,3,1.499293174725E-009
136,1247,6.23206196294025E-007
137,422,2.1090057324465E-007
138,317,1.58425312129275E-007
139,118,0.000000059
140,165,8.2461124609875E-008
141,40,0.00000002
142,195,9.74540563571251E-008
143,17,8.495994656775E-009
144,920,4.59783240249E-007
145,555,2.77369237324125E-007
146,898,4.4878842363435E-007
147,213,1.06449815405475E-007
148,3,1.499293174725E-009
149,156,0.000000078
150,6,0.000000003
151,93,4.6478088416475E-008
152,27,1.3493638572525E-008
153,62,0.000000031
154,3,1.499293174725E-009
155,89,4.4479030850175E-008
156,2,0.000000001
157,5,2.498821957875E-009
160,3,1.499293174725E-009
163,46,0.000000023
164,24,0.000000012
165,17,8.495994656775E-009
166,14,0.000000007
174,7,3.498350741025E-009
177,7,3.498350741025E-009
181,1,4.99764391575E-010
184,58,0.000000029
185,6,0.000000003
186,3,1.499293174725E-009
187,22,0.000000011
188,40,0.00000002
190,1,4.99764391575E-010
192,18,0.000000009
194,4,0.000000002
198,1,4.99764391575E-010
202,19,9.49552343992501E-009
203,16,0.000000008
205,3,1.499293174725E-009
207,4,0.000000002
208,27,1.3493638572525E-008
211,10,0.000000005
215,2,0.000000001
216,58,0.000000029
220,48,0.000000024
223,7,3.498350741025E-009
229,7,3.498350741025E-009
232,5,2.498821957875E-009
240,4,0.000000002
241,5,2.498821957875E-009
243,5,2.498821957875E-009
246,1,4.99764391575E-010
262,3,1.499293174725E-009
264,3,1.499293174725E-009
265,2,0.000000001
267,3,1.499293174725E-009
274,1,4.99764391575E-010
276,2,0.000000001
281,1,4.99764391575E-010
283,1,4.99764391575E-010
285,1,4.99764391575E-010
287,1,4.99764391575E-010
304,1,4.99764391575E-010
308,1,4.99764391575E-010
325,1,4.99764391575E-010
329,1,4.99764391575E-010
